Transaction_ID,Items,Time_Stamp
T0699,"Red Rice, Chilli Paste, Chop Suey, Mallum, Dried Fish",2025-11-16 02:17 PM
T0700,"String Hoppers, Papadam, Chop Suey, Coconut Sambol",2025-11-16 02:18 PM
T0701,"Fried Rice, Chicken, Fried Fish, Jackfruit, Pumpkin, Fish Ambul Thiyal",2025-11-16 02:19 PM
T0702,"White Rice, Chicken, Jackfruit, Chilli Paste, Papadam",2025-11-16 02:19 PM
T0703,"Fried Rice, Dhal, Fried Egg, Papadam",2025-11-16 02:19 PM
T0704,"Fried Rice, Fried Fish, Pol Sambol, Chilli Paste",2025-11-16 02:20 PM
T0705,"Red Rice, Dried Fish, Chilli Paste, Devilled Chicken, Potato Tempered",2025-11-16 02:20 PM
T0706,"Red Rice, Fried Fish, Kiri Hodi, Dhal, Coconut Sambol, Fish Ambul Thiyal",2025-11-16 02:20 PM
T0707,"White Rice, Devilled Chicken, Fried Fish, Chop Suey",2025-11-16 02:20 PM
T0708,"White Rice, Chilli Paste, Chicken Curry, Potato Tempered, Fish Ambul Thiyal, Fried Egg",2025-11-16 02:20 PM
T0709,"White Rice, Coconut Sambol, Potato Tempered, Mallum, Pol Sambol",2025-11-16 02:21 PM
T0710,"Red Rice, Pumpkin, Pol Sambol",2025-11-16 02:21 PM
T0711,"String Hoppers, Coconut Sambol, Jackfruit, Devilled Chicken",2025-11-16 02:21 PM
T0712,"String Hoppers, Fish, Kiri Hodi, Brinjal Moju, Pol Sambol, Coconut Sambol",2025-11-16 02:22 PM
T0713,,2025-11-16 02:23 PM
T0714,"String Hoppers, Mallum, Chilli Paste, Fried Egg",2025-11-16 02:23 PM
T0715,"String Hoppers, Mallum, Chilli Paste, Chop Suey, Potato Tempered, Chicken",2025-11-16 02:23 PM
T0716,"Red Rice, Papadam, Devilled Chicken, Potato Tempered",2025-11-16 02:23 PM
T0717,"String Hoppers, Potato Tempered, Devilled Chicken",2025-11-16 02:24 PM
T0718,"Fried Rice, Chilli Paste, Mallum",2025-11-16 02:24 PM
T0719,"Red Rice, Fried Fish, Devilled Chicken, Fried Egg, Kiri Hodi",2025-11-16 02:25 PM
T0720,"String Hoppers, Mallum, Fried Egg",2025-11-16 02:25 PM
T0721,"String Hoppers, Fried Fish, Fried Egg",2025-11-16 02:25 PM
T0722,"White Rice, Brinjal Moju, Dhal, Potato Tempered",2025-11-16 02:26 PM
T0723,"Fried Rice, Pumpkin, Pol Sambol",2025-11-16 02:26 PM
T0724,"Fried Rice, Fish Ambul Thiyal, Dried Fish, Brinjal Moju, Mallum, Papadam",2025-11-16 02:26 PM
T0725,"String Hoppers, Coconut Sambol, Mallum, Fish Ambul Thiyal, Jackfruit, Pol Sambol",2025-11-16 02:26 PM
T0726,"String Hoppers, Papadam, Pumpkin, Coconut Sambol, Fish",2025-11-16 02:26 PM
T0727,"White Rice, Kiri Hodi, Fried Fish",2025-11-16 02:26 PM
T0728,"Red Rice, Chicken, Chop Suey",2025-11-16 02:26 PM
T0729,"Red Rice, Brinjal Moju, Chilli Paste, Dhal",2025-11-16 02:26 PM
T0730,"Red Rice, Dhal, Fish, Chicken",2025-11-16 02:26 PM
T0731,"String Hoppers, Papadam, Chop Suey",2025-11-16 02:27 PM
T0732,"Fried Rice, Kiri Hodi, Pumpkin, Brinjal Moju, Dhal, Fish Ambul Thiyal",2025-11-16 02:27 PM
T0733,"String Hoppers, Pol Sambol, Dhal, Chilli Paste",2025-11-16 02:27 PM
T0734,"Fried Rice, Potato Tempered, Fried Egg",2025-11-16 02:28 PM
T0735,"White Rice, Mallum, Gotukola, Fish, Jackfruit",2025-11-16 02:28 PM
T0736,"String Hoppers, Pumpkin, Chop Suey, Fish Ambul Thiyal",2025-11-16 02:29 PM
T0737,"White Rice, Pumpkin, Fried Fish",2025-11-16 02:29 PM
T0738,"String Hoppers, Fish Ambul Thiyal, Mallum",2025-11-16 02:29 PM
T0739,"String Hoppers, Fish, Dried Fish, Potato Tempered, Pumpkin",2025-11-16 02:30 PM
T0740,"White Rice, Chilli Paste, Fried Egg, Dried Fish, Potato Tempered, Fish",2025-11-16 02:30 PM
T0741,"String Hoppers, Jackfruit, Brinjal Moju, Dhal, Pol Sambol, Chicken Curry",2025-11-17 11:00 AM
T0742,"Red Rice, Papadam, Kiri Hodi, Potato Tempered, Chicken Curry",2025-11-17 11:00 AM
T0743,"White Rice, Kiri Hodi, Pol Sambol, Coconut Sambol, Jackfruit",2025-11-17 11:00 AM
T0744,"White Rice, Devilled Chicken, Papadam, Gotukola",2025-11-17 11:01 AM
T0745,"White Rice, Papadam, Coconut Sambol, Pumpkin, Dhal, Chop Suey",2025-11-17 11:02 AM
T0746,"Fried Rice, Dhal, Pumpkin, Brinjal Moju",2025-11-17 11:02 AM
T0747,"Fried Rice, Dried Fish, Devilled Chicken, Chicken, Chilli Paste",2025-11-17 11:03 AM
T0748,"White Rice, Fried Fish, Jackfruit",2025-11-17 11:03 AM
T0749,"String Hoppers, Mallum, Papadam",2025-11-17 11:03 AM
T0750,"Fried Rice, Chicken, Chop Suey, Chilli Paste, Fish Ambul Thiyal, Papadam",2025-11-17 11:03 AM
T0751,"String Hoppers, Chicken Curry, Fish Ambul Thiyal, Chop Suey, Chicken",2025-11-17 11:03 AM
T0752,"Fried Rice, Mallum, Dhal",2025-11-17 11:04 AM
T0753,"String Hoppers, Dhal, Gotukola",2025-11-17 11:04 AM
T0754,"String Hoppers, Dried Fish, Papadam, Jackfruit, Kiri Hodi, Dhal",2025-11-17 11:05 AM
T0755,"String Hoppers, Devilled Chicken, Dried Fish",2025-11-17 11:05 AM
T0756,"Fried Rice, Gotukola, Dhal, Potato Tempered, Coconut Sambol, Devilled Chicken",2025-11-17 11:05 AM
T0757,"White Rice, Dhal, Chicken Curry, Fried Egg, Fish, Devilled Chicken",2025-11-17 11:06 AM
T0758,"Fried Rice, Chicken Curry, Brinjal Moju, Devilled Chicken",2025-11-17 11:06 AM
T0759,"Red Rice, Brinjal Moju, Chop Suey, Chicken, Dhal",2025-11-17 11:06 AM
T0760,"String Hoppers, Fish, Kiri Hodi",2025-11-17 11:06 AM
T0761,"White Rice, Kiri Hodi, Chop Suey, Fried Egg",2025-11-17 11:07 AM
T0762,"White Rice, Kiri Hodi, Mallum",2025-11-17 11:07 AM
T0763,"Red Rice, Fish, Kiri Hodi, Chicken Curry",2025-11-17 11:07 AM
T0764,"Fried Rice, Dhal, Papadam, Fish",2025-11-17 11:07 AM
T0765,"String Hoppers, Pol Sambol, Pumpkin",2025-11-17 11:07 AM
T0766,"Fried Rice, Pol Sambol, Fish, Potato Tempered, Chilli Paste, Coconut Sambol",2025-11-17 11:08 AM
T0767,"Red Rice, Pumpkin, Fish, Pol Sambol",2025-11-17 11:09 AM
T0768,"String Hoppers, Fish Ambul Thiyal, Jackfruit, Kiri Hodi",2025-11-17 11:09 AM
T0769,"Red Rice, Pol Sambol, Jackfruit, Chicken Curry",2025-11-17 11:09 AM
T0770,"Fried Rice, Jackfruit, Potato Tempered, Dhal, Brinjal Moju",2025-11-17 11:10 AM
T0771,"String Hoppers, Kiri Hodi, Fish Ambul Thiyal",2025-11-17 11:10 AM
T0772,"Fried Rice, Potato Tempered, Brinjal Moju, Chicken Curry",2025-11-17 11:10 AM
T0773,"Fried Rice, Fish Ambul Thiyal, Chilli Paste",2025-11-17 11:10 AM
T0774,"White Rice, Chop Suey, Fried Egg",2025-11-17 11:11 AM
T0775,"String Hoppers, Fried Egg, Coconut Sambol",2025-11-17 11:11 AM
T0776,"Red Rice, Pumpkin, Fried Egg",2025-11-17 11:11 AM
T0777,"String Hoppers, Jackfruit, Mallum, Pumpkin, Coconut Sambol",2025-11-17 11:12 AM
T0778,"Red Rice, Chop Suey, Pol Sambol, Jackfruit, Potato Tempered",2025-11-17 11:13 AM
T0779,"Red Rice, Dried Fish, Fried Egg, Potato Tempered, Pol Sambol",2025-11-17 11:13 AM
T0780,"Red Rice, Dried Fish, Coconut Sambol, Pol Sambol, Potato Tempered, Fish Ambul Thiyal",2025-11-17 11:13 AM
T0781,"Red Rice, Chilli Paste, Fish Ambul Thiyal, Kiri Hodi, Chicken, Potato Tempered",2025-11-17 11:13 AM
T0782,"Red Rice, Kiri Hodi, Mallum, Chilli Paste",2025-11-17 11:13 AM
T0783,"Fried Rice, Pol Sambol, Brinjal Moju, Coconut Sambol, Gotukola",2025-11-17 11:13 AM
T0784,"Red Rice, Mallum, Fried Fish",2025-11-17 11:14 AM
T0785,"String Hoppers, Fried Fish, Kiri Hodi, Papadam, Mallum",2025-11-17 11:15 AM
T0786,"White Rice, Fried Fish, Chop Suey, Fish Ambul Thiyal, Fried Egg, Devilled Chicken",2025-11-17 11:15 AM
T0787,"Red Rice, Pumpkin, Chicken Curry, Chilli Paste",2025-11-17 11:15 AM
T0788,"Red Rice, Devilled Chicken, Chicken, Chop Suey, Kiri Hodi, Jackfruit",2025-11-17 11:16 AM
T0789,"String Hoppers, Chop Suey, Fish Ambul Thiyal, Kiri Hodi, Fried Egg, Fried Fish",2025-11-17 11:16 AM
T0790,"String Hoppers, Gotukola, Potato Tempered, Coconut Sambol, Pumpkin",2025-11-17 11:17 AM
T0791,"String Hoppers, Dhal, Chicken Curry, Chop Suey",2025-11-17 11:17 AM
T0792,"String Hoppers, Chicken Curry, Brinjal Moju, Fish Ambul Thiyal",2025-11-17 11:17 AM
T0793,"String Hoppers, Dried Fish, Gotukola, Dhal",2025-11-17 11:17 AM
T0794,"Fried Rice, Jackfruit, Devilled Chicken",2025-11-17 11:18 AM
T0795,"Red Rice, Mallum, Fried Fish",2025-11-17 11:18 AM
T0796,"String Hoppers, Fried Egg, Kiri Hodi, Devilled Chicken",2025-11-17 11:18 AM
T0797,"Red Rice, Chicken, Fried Egg",2025-11-17 11:18 AM
T0798,"White Rice, Gotukola, Fish Ambul Thiyal, Papadam, Chicken Curry",2025-11-17 11:19 AM
T0799,"White Rice, Dhal, Gotukola, Fish",2025-11-17 11:19 AM
T0800,"Red Rice, Dried Fish, Potato Tempered, Fish Ambul Thiyal",2025-11-17 11:19 AM
T0801,"White Rice, Coconut Sambol, Chicken Curry, Devilled Chicken, Kiri Hodi",2025-11-17 11:19 AM
T0802,"White Rice, Jackfruit, Potato Tempered, Mallum, Kiri Hodi, Chicken",2025-11-17 11:20 AM
T0803,"String Hoppers, Fish Ambul Thiyal, Chop Suey, Pol Sambol, Chicken Curry",2025-11-17 11:20 AM
T0804,"White Rice, Mallum, Fish Ambul Thiyal, Chicken Curry, Pumpkin",2025-11-17 11:20 AM
T0805,"Fried Rice, Chilli Paste, Kiri Hodi, Brinjal Moju",
T0806,"White Rice, Brinjal Moju, Chop Suey",2025-11-17 11:20 AM
T0807,"Red Rice, Chilli Paste, Dried Fish, Fried Egg",2025-11-17 11:20 AM
T0808,"Fried Rice, Chilli Paste, Coconut Sambol, Gotukola, Fish Ambul Thiyal, Devilled Chicken",2025-11-17 11:21 AM
T0809,"String Hoppers, Brinjal Moju, Fish, Kiri Hodi, Dried Fish, Pumpkin",2025-11-17 11:21 AM
T0810,"White Rice, Chicken Curry, Dried Fish, Chicken, Fried Fish, Pol Sambol",2025-11-17 11:21 AM
T0811,"Fried Rice, Papadam, Jackfruit, Mallum, Chop Suey",2025-11-17 11:22 AM
T0812,"Fried Rice, Chilli Paste, Devilled Chicken, Chicken Curry, Pumpkin, Coconut Sambol",2025-11-17 11:22 AM
T0813,"Fried Rice, Coconut Sambol, Fried Egg, Pol Sambol, Kiri Hodi, Devilled Chicken",2025-11-17 11:23 AM
T0814,"Fried Rice, Dried Fish, Dhal, Gotukola, Coconut Sambol",2025-11-17 11:23 AM
T0815,"White Rice, Fried Egg, Jackfruit, Devilled Chicken, Chop Suey",2025-11-17 11:23 AM
T0816,"Fried Rice, Fish, Chicken Curry",2025-11-17 11:23 AM
T0817,"Red Rice, Pumpkin, Papadam, Chicken, Fish Ambul Thiyal",2025-11-17 11:23 AM
T0818,"Fried Rice, Fried Fish, Fish, Chicken, Mallum",2025-11-17 11:25 AM
T0819,"Fried Rice, Fried Fish, Fried Egg",2025-11-17 11:25 AM
T0820,"Fried Rice, Dried Fish, Kiri Hodi, Dhal, Brinjal Moju, Chilli Paste",2025-11-17 11:25 AM
T0821,,2025-11-17 11:25 AM
T0822,"White Rice, Chicken Curry, Fried Egg, Chicken, Brinjal Moju, Chop Suey",2025-11-17 11:25 AM
T0823,"String Hoppers, Fish Ambul Thiyal, Jackfruit, Fried Egg, Chicken, Pol Sambol",2025-11-17 11:25 AM
T0824,"White Rice, Coconut Sambol, Papadam, Dhal, Devilled Chicken, Mallum",2025-11-17 11:26 AM
T0825,"White Rice, Dhal, Brinjal Moju, Devilled Chicken, Fish Ambul Thiyal",2025-11-17 11:26 AM
T0826,"White Rice, Pol Sambol, Dried Fish, Papadam, Fried Fish, Fish Ambul Thiyal",2025-11-17 11:26 AM
T0827,"Red Rice, Mallum, Fish Ambul Thiyal, Kiri Hodi",2025-11-17 11:27 AM
T0828,,2025-11-17 11:27 AM
T0829,"String Hoppers, Chicken, Dried Fish, Jackfruit, Papadam, Chop Suey",2025-11-17 11:27 AM
T0830,"Red Rice, Kiri Hodi, Coconut Sambol, Fried Fish, Jackfruit",2025-11-17 11:29 AM
T0831,"White Rice, Papadam, Gotukola",2025-11-17 11:29 AM
T0832,"Red Rice, Dhal, Gotukola, Chicken, Jackfruit, Dried Fish",2025-11-17 11:29 AM
T0833,"White Rice, Chilli Paste, Jackfruit, Coconut Sambol, Pumpkin",2025-11-17 11:29 AM
T0834,"Fried Rice, Gotukola, Fish Ambul Thiyal",2025-11-17 11:29 AM
T0835,"String Hoppers, Gotukola, Potato Tempered, Mallum, Papadam, Pol Sambol",2025-11-17 11:29 AM
T0836,"Red Rice, Chicken, Mallum, Fried Egg, Fried Fish, Pol Sambol",2025-11-17 11:30 AM
T0837,"White Rice, Kiri Hodi, Chicken, Chilli Paste, Coconut Sambol",2025-11-17 11:30 AM
T0838,"Red Rice, Coconut Sambol, Jackfruit, Dried Fish",2025-11-17 11:30 AM
T0839,"White Rice, Kiri Hodi, Brinjal Moju, Coconut Sambol, Fried Egg",2025-11-17 11:30 AM
T0840,"Red Rice, Fried Fish, Coconut Sambol",2025-11-17 11:30 AM
T0841,"Fried Rice, Dried Fish, Chop Suey, Gotukola, Pol Sambol",2025-11-17 11:31 AM
T0842,"String Hoppers, Dried Fish, Gotukola, Kiri Hodi, Potato Tempered, Fried Egg",2025-11-17 11:31 AM
T0843,"Red Rice, Gotukola, Fish, Papadam",2025-11-17 11:32 AM
T0844,"Red Rice, Brinjal Moju, Pol Sambol, Papadam",2025-11-17 11:32 AM
T0845,"Fried Rice, Potato Tempered, Chilli Paste",2025-11-17 11:32 AM
T0846,"Fried Rice, Coconut Sambol, Gotukola, Fried Fish, Chicken Curry, Chilli Paste",2025-11-17 11:32 AM
T0847,"String Hoppers, Fish Ambul Thiyal, Dried Fish, Chicken Curry, Chop Suey, Pumpkin",2025-11-17 11:32 AM
T0848,"Red Rice, Fish Ambul Thiyal, Coconut Sambol, Brinjal Moju",2025-11-17 11:33 AM
T0849,"String Hoppers, Jackfruit, Papadam",2025-11-17 11:34 AM
T0850,"White Rice, Mallum, Brinjal Moju, Fish, Gotukola, Papadam",2025-11-17 11:34 AM
T0851,"Red Rice, Fried Fish, Potato Tempered, Papadam",2025-11-17 11:35 AM
T0852,"String Hoppers, Jackfruit, Dhal, Fish",2025-11-17 11:36 AM
T0853,"Fried Rice, Chicken, Pumpkin, Papadam",2025-11-17 11:36 AM
T0854,"Red Rice, Dried Fish, Fried Fish",2025-11-17 11:36 AM
T0855,"String Hoppers, Chop Suey, Dhal",2025-11-17 11:37 AM
T0856,"Red Rice, Chicken Curry, Chicken Curry, Devilled Chicken, Chop Suey, Fried Egg",2025-11-17 11:37 AM
T0857,"String Hoppers, Dhal, Fish Ambul Thiyal",2025-11-17 11:38 AM
T0858,"White Rice, Chicken Curry, Potato Tempered",2025-11-17 11:38 AM
T0859,"White Rice, Pumpkin, Pol Sambol, Chilli Paste",2025-11-17 11:38 AM
T0860,"Fried Rice, Papadam, Chicken, Chop Suey, Fried Egg",2025-11-17 11:38 AM
T0861,"String Hoppers, Chicken Curry, Chicken",2025-11-17 11:38 AM
T0862,"Fried Rice, Dhal, Dried Fish, Fish Ambul Thiyal",2025-11-17 11:38 AM
T0863,"Red Rice, Chicken, Coconut Sambol, Chicken Curry, Jackfruit, Fish",2025-11-17 11:39 AM
T0864,"Red Rice, Pol Sambol, Fried Fish, Brinjal Moju",2025-11-17 11:39 AM
T0865,"Red Rice, Fish, Potato Tempered, Fish Ambul Thiyal",2025-11-17 11:39 AM
T0866,,2025-11-17 11:39 AM
T0867,"String Hoppers, Fish Ambul Thiyal, Gotukola, Fried Egg",2025-11-17 11:39 AM
T0868,"String Hoppers, Fish Ambul Thiyal, Dhal",2025-11-17 11:40 AM
T0869,"String Hoppers, Chilli Paste, Chicken Curry, Fried Egg, Dhal, Chop Suey",2025-11-17 11:40 AM
T0870,"Red Rice, Fried Fish, Chicken Curry",2025-11-17 11:40 AM
T0871,"String Hoppers, Chop Suey, Jackfruit, Pumpkin",2025-11-17 11:40 AM
T0872,"White Rice, Brinjal Moju, Fried Fish, Chicken, Mallum",2025-11-17 11:41 AM
T0873,"Red Rice, Chop Suey, Coconut Sambol, Fish Ambul Thiyal",2025-11-17 11:41 AM
T0874,"White Rice, Fish Ambul Thiyal, Pumpkin, Chilli Paste, Pol Sambol",2025-11-17 11:42 AM
T0875,"Fried Rice, Chicken Curry, Fish Ambul Thiyal",2025-11-17 11:42 AM
T0876,"Fried Rice, Chicken, Papadam, Pumpkin",2025-11-17 11:42 AM
T0877,"White Rice, Chop Suey, Dried Fish, Chilli Paste",2025-11-17 11:42 AM
T0878,"Fried Rice, Coconut Sambol, Dhal, Jackfruit",2025-11-17 11:43 AM
T0879,"String Hoppers, Chicken, Pumpkin",2025-11-17 11:44 AM
T0880,"White Rice, Mallum, Jackfruit, Gotukola",2025-11-17 11:44 AM
T0881,"White Rice, Chilli Paste, Jackfruit, Pol Sambol",2025-11-17 11:44 AM
T0882,"Fried Rice, Chicken, Chicken Curry, Pol Sambol",2025-11-17 11:45 AM
T0883,"Fried Rice, Fried Egg, Chicken, Fish, Brinjal Moju, Jackfruit",2025-11-17 11:45 AM
T0884,"String Hoppers, Brinjal Moju, Coconut Sambol, Pol Sambol",2025-11-17 11:46 AM
T0885,"String Hoppers, Brinjal Moju, Dhal, Dried Fish",2025-11-17 11:46 AM
T0886,"String Hoppers, Fried Fish, Chop Suey",2025-11-17 11:46 AM
T0887,"White Rice, Fish, Dried Fish, Coconut Sambol",2025-11-17 11:46 AM
T0888,"Fried Rice, Papadam, Chop Suey, Brinjal Moju, Jackfruit, Fish Ambul Thiyal",2025-11-17 11:47 AM
T0889,"White Rice, Chicken, Mallum, Fried Egg, Dhal, Papadam",2025-11-17 11:47 AM
T0890,"Fried Rice, Dried Fish, Pol Sambol, Fried Egg, Devilled Chicken, Kiri Hodi",2025-11-17 11:48 AM
T0891,"Red Rice, Pumpkin, Potato Tempered, Dried Fish, Gotukola, Chicken",2025-11-17 11:48 AM
T0892,"Fried Rice, Chilli Paste, Brinjal Moju, Devilled Chicken, Pumpkin",2025-11-17 11:48 AM
T0893,"String Hoppers, Chicken Curry, Fried Egg, Brinjal Moju, Pumpkin, Devilled Chicken",2025-11-17 11:48 AM
T0894,"Red Rice, Fish, Chop Suey, Coconut Sambol",2025-11-17 11:49 AM
T0895,"White Rice, Chicken Curry, Chop Suey, Kiri Hodi, Gotukola",2025-11-17 11:49 AM
T0896,"Red Rice, Jackfruit, Dried Fish",2025-11-17 11:49 AM
T0897,"String Hoppers, Chilli Paste, Chicken",2025-11-17 11:50 AM
T0898,"White Rice, Fish, Fried Fish, Chilli Paste, Papadam, Dried Fish",2025-11-17 11:50 AM
T0899,"String Hoppers, Potato Tempered, Kiri Hodi",2025-11-17 11:50 AM
T0900,"Fried Rice, Fish, Chicken Curry, Dried Fish",2025-11-17 11:51 AM
T0901,"White Rice, Dhal, Potato Tempered, Jackfruit, Pol Sambol, Chilli Paste",2025-11-17 11:52 AM
T0902,"Fried Rice, Gotukola, Fried Egg, Devilled Chicken, Chop Suey, Mallum",2025-11-17 11:52 AM
T0903,"White Rice, Gotukola, Chilli Paste, Potato Tempered, Coconut Sambol, Chicken",2025-11-17 11:53 AM
T0904,"Red Rice, Chicken, Fish, Pol Sambol",2025-11-17 11:54 AM
T0905,"White Rice, Fried Fish, Jackfruit",2025-11-17 11:54 AM
T0906,"String Hoppers, Fish, Jackfruit",2025-11-17 11:54 AM
T0907,"White Rice, Brinjal Moju, Potato Tempered, Dhal, Pumpkin, Fish",2025-11-17 11:54 AM
T0908,"Red Rice, Potato Tempered, Chicken",2025-11-17 11:55 AM
T0909,"Red Rice, Chop Suey, Chilli Paste, Fish, Brinjal Moju, Papadam",2025-11-17 11:55 AM
T0910,"String Hoppers, Devilled Chicken, Fish Ambul Thiyal, Chop Suey, Chicken Curry",2025-11-17 11:56 AM
T0911,"Fried Rice, Dried Fish, Chop Suey, Pumpkin, Devilled Chicken, Fish Ambul Thiyal",2025-11-17 11:56 AM
T0912,"Red Rice, Coconut Sambol, Dried Fish",2025-11-17 11:56 AM
T0913,"White Rice, Chop Suey, Potato Tempered",2025-11-17 11:57 AM
T0914,"Fried Rice, Devilled Chicken, Coconut Sambol, Brinjal Moju",2025-11-17 11:57 AM
T0915,"String Hoppers, Dhal, Fish Ambul Thiyal, Fried Egg",2025-11-17 11:57 AM
T0916,"Fried Rice, Fish Ambul Thiyal, Coconut Sambol",2025-11-17 11:57 AM
T0917,"White Rice, Dried Fish, Chop Suey, Jackfruit, Devilled Chicken, Pol Sambol",2025-11-17 11:58 AM
T0918,"String Hoppers, Dried Fish, Fried Fish",2025-11-17 11:58 AM
T0919,"White Rice, Chilli Paste, Kiri Hodi, Fried Egg",2025-11-17 11:58 AM
T0920,"Red Rice, Brinjal Moju, Jackfruit, Fried Fish",2025-11-17 11:59 AM
T0921,"String Hoppers, Coconut Sambol, Potato Tempered, Brinjal Moju",2025-11-17 11:59 AM
T0922,,2025-11-17 11:59 AM
T0923,"White Rice, Chicken, Gotukola, Jackfruit",2025-11-17 11:59 AM
T0924,"Red Rice, Fish Ambul Thiyal, Dried Fish, Fish",2025-11-17 11:59 AM
T0925,"Fried Rice, Potato Tempered, Mallum, Papadam, Brinjal Moju, Jackfruit",2025-11-17 11:59 AM
T0926,"Fried Rice, Kiri Hodi, Chop Suey, Jackfruit",2025-11-17 12:00 PM
T0927,"Fried Rice, Dried Fish, Papadam, Pol Sambol, Chicken Curry, Chop Suey",2025-11-17 12:00 PM
T0928,"Fried Rice, Potato Tempered, Jackfruit",2025-11-17 12:00 PM
T0929,"Fried Rice, Potato Tempered, Kiri Hodi, Devilled Chicken",2025-11-17 12:01 PM
T0930,"White Rice, Dried Fish, Kiri Hodi, Dhal, Fried Fish",2025-11-17 12:01 PM
T0931,"Red Rice, Dried Fish, Pol Sambol, Fish Ambul Thiyal",2025-11-17 12:01 PM
T0932,"White Rice, Potato Tempered, Dried Fish, Dhal",2025-11-17 12:01 PM
T0933,"String Hoppers, Mallum, Fried Fish, Chicken Curry, Brinjal Moju",2025-11-17 12:01 PM
T0934,"String Hoppers, Chop Suey, Fried Fish, Mallum",2025-11-17 12:01 PM
T0935,"Red Rice, Fried Fish, Chilli Paste, Potato Tempered, Fish",2025-11-17 12:01 PM
T0936,"String Hoppers, Brinjal Moju, Fried Fish, Dried Fish",2025-11-17 12:01 PM
T0937,"Red Rice, Mallum, Chicken, Chicken Curry, Pumpkin",2025-11-17 12:02 PM
T0938,"White Rice, Dried Fish, Fried Fish, Gotukola, Dhal, Fried Egg",2025-11-17 12:02 PM
T0939,"Fried Rice, Brinjal Moju, Devilled Chicken, Dried Fish, Kiri Hodi, Jackfruit",2025-11-17 12:02 PM
T0940,"Fried Rice, Chicken, Papadam, Dried Fish, Potato Tempered",2025-11-17 12:02 PM
T0941,"Red Rice, Coconut Sambol, Gotukola, Kiri Hodi, Mallum",2025-11-17 12:02 PM
T0942,"String Hoppers, Fried Fish, Mallum, Chicken, Kiri Hodi, Papadam",2025-11-17 12:02 PM
T0943,"Red Rice, Kiri Hodi, Potato Tempered, Mallum, Dried Fish",2025-11-17 12:03 PM
T0944,"String Hoppers, Pumpkin, Potato Tempered, Devilled Chicken",2025-11-17 12:03 PM
T0945,"String Hoppers, Pumpkin, Potato Tempered, Chilli Paste",2025-11-17 12:04 PM
T0946,"Fried Rice, Mallum, Dried Fish, Chicken Curry, Pumpkin, Potato Tempered",2025-11-17 12:04 PM
T0947,"White Rice, Brinjal Moju, Fried Fish, Gotukola, Dried Fish, Jackfruit",2025-11-17 12:04 PM
T0948,"String Hoppers, Fish, Coconut Sambol, Devilled Chicken, Dhal, Potato Tempered",2025-11-17 12:04 PM
T0949,"Red Rice, Fried Egg, Chilli Paste, Chicken Curry, Dhal, Brinjal Moju",2025-11-17 12:04 PM
T0950,"Fried Rice, Kiri Hodi, Gotukola",2025-11-17 12:04 PM
T0951,"String Hoppers, Fried Egg, Pol Sambol, Fried Fish, Mallum, Potato Tempered",2025-11-17 12:05 PM
T0952,"White Rice, Dhal, Dried Fish, Papadam, Kiri Hodi, Chilli Paste",2025-11-17 12:05 PM
T0953,"String Hoppers, Chilli Paste, Kiri Hodi",2025-11-17 12:05 PM
T0954,"Red Rice, Potato Tempered, Gotukola, Chop Suey",2025-11-17 12:06 PM
T0955,"Red Rice, Fish Ambul Thiyal, Potato Tempered, Pumpkin, Mallum, Chicken",2025-11-17 12:06 PM
T0956,"Red Rice, Pumpkin, Jackfruit, Potato Tempered, Chilli Paste",2025-11-17 12:07 PM
T0957,"Fried Rice, Papadam, Gotukola, Pol Sambol, Dhal",2025-11-17 12:07 PM
T0958,"Red Rice, Papadam, Coconut Sambol, Mallum, Brinjal Moju",2025-11-17 12:07 PM
T0959,"Fried Rice, Chop Suey, Papadam, Chilli Paste, Chicken",2025-11-17 12:08 PM
T0960,"Red Rice, Pumpkin, Chicken, Mallum",2025-11-17 12:08 PM
T0961,"White Rice, Chop Suey, Papadam, Chicken",2025-11-17 12:08 PM
T0962,"Fried Rice, Chop Suey, Pol Sambol, Jackfruit",2025-11-17 12:08 PM
T0963,"Fried Rice, Fried Egg, Gotukola, Dried Fish, Coconut Sambol, Jackfruit",2025-11-17 12:08 PM
T0964,"Fried Rice, Mallum, Papadam, Chicken, Jackfruit, Fish",2025-11-17 12:09 PM
T0965,"White Rice, Kiri Hodi, Chilli Paste, Gotukola, Pol Sambol",2025-11-17 12:09 PM
T0966,"Fried Rice, Dried Fish, Dhal, Chicken Curry, Jackfruit, Fish",2025-11-17 12:09 PM
T0967,"Red Rice, Jackfruit, Fish Ambul Thiyal, Fried Egg, Devilled Chicken, Chop Suey",2025-11-17 12:09 PM
T0968,"Fried Rice, Chicken Curry, Fish, Dhal",2025-11-17 12:09 PM
T0969,"White Rice, Potato Tempered, Fried Egg, Gotukola, Chilli Paste, Fried Fish",2025-11-17 12:09 PM
T0970,"String Hoppers, Chilli Paste, Devilled Chicken",2025-11-17 12:10 PM
T0971,"Fried Rice, Chop Suey, Potato Tempered, Pumpkin, Gotukola",2025-11-17 12:10 PM
T0972,"Fried Rice, Gotukola, Devilled Chicken, Papadam, Kiri Hodi, Dried Fish",2025-11-17 12:10 PM
T0973,"String Hoppers, Fish, Dhal, Chilli Paste",2025-11-17 12:10 PM
T0974,"White Rice, Dried Fish, Kiri Hodi, Fish",2025-11-17 12:10 PM
